location,value
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3636.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3672.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3708.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3744.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3780.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3816.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3852.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3888.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3924.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\396.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3960.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\3996.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4032.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4068.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4104.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4140.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4176.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4212.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4248.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4284.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\432.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4320.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4356.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4392.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4428.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4464.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4500.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4536.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4572.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4608.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4644.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\468.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4680.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4716.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4752.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4788.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4824.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4860.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4896.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4932.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\4968.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5004.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\504.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5040.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5076.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5112.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5148.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5184.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5220.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5256.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5292.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5328.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5364.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\540.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5400.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5436.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5472.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5508.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5544.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5580.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5616.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5652.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5688.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5724.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\576.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5760.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5796.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5832.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5868.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5904.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5940.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\5976.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6012.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6048.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6084.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\612.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6120.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6156.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6192.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6228.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6264.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6300.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6336.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6372.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6408.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6444.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\648.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6480.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6516.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6552.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6588.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6624.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6660.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6696.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6732.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6768.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6804.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\684.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6840.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6876.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6912.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6948.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\6984.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7020.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7056.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7092.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7128.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7164.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\72.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\720.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7200.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7236.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7272.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7308.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7344.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7380.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7416.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7452.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7488.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7524.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\756.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7560.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7596.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7632.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7668.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7704.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7740.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7776.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7812.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7848.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7884.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\792.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7920.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7956.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\7992.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8028.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8064.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8100.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8136.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8172.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8208.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8244.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\828.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8280.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8316.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8352.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8388.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8424.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8460.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8496.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8532.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8568.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8604.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\864.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8640.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8676.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8712.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8748.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8784.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8820.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8856.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8892.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8928.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\8964.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\900.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9000.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9036.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9072.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9108.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9144.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9180.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9216.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9252.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9288.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9324.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\936.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9360.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9396.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9432.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9468.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9504.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9540.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9576.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9612.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9648.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9684.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\972.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9720.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9756.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9792.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9828.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9864.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9900.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9936.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\0\9972.png,0
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\1.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10009.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10045.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10081.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\1009.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10117.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10153.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10189.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10225.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10261.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10297.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10333.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10369.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10405.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10441.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\1045.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10477.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10513.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10549.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10585.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10621.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10657.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10693.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10729.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10765.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10801.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\1081.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10837.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10873.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\109.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10909.png,1
D:/code/Projects/OCR-Project/dataset-old/data/training_data\1\10945.png,1
